KeyLexemes	ConstrIndex	PlaceC	Phrase	Form	Role	ExIndex
воображать	1775	1	Ничего	ADV	степень	41474
воображать	12018	1	уже	ADV	NULL	39020
воображать	12018	1	постоянно	ADV	узуальность	39055
воображать	12024	3	там	ADV	место	39048
воображать,воображать	12018	1	сам	APRO	самостоятельность	39026
воображать,воображать,воображать,вообразить,вообразить,вообразить	1770	1	иногда	ADV	узуальность	39019
воображать,воображать,воображать,вообразить,вообразить,вообразить	1770	1	там	ADV	место	41479
воображать,вообразить	1770	1	как	ADV	образ действия	39033
воображать,вообразить	1770	1	сразу	ADV	одновременность	41469
воображать,вообразить	1770	1	там, где ее невозможно вообразить	ADV	место	41494
воображать,вообразить	1771	1	иногда	ADV	узуальность	39032
воображать,вообразить	1771	1	судя по почтению , с каким отзывались о нём учитель и учительша	судя + по + Sdat	основание	39074
воображать,вообразить	1772	1	ещё очень смутно	ADV	образ действия	39028
воображать,вообразить	1774	1	хоть отчасти	ADV	охват	39034
воображать,вообразить	1774	1	должно быть	PARENTH	вероятность	39053
воображать,вообразить	1774	1	на старости лет	на + Sloc 	возраст	39057
воображать,вообразить	1774	2	и вправду	ADV	точность	41463
воображать,вообразить	1774	1	хотя он всего-навсего Санчо Панса	хотя + CL	уступка	41471
воображать,вообразить,себя	1773	1	когда офицер, говоря о своей любви к животным, рассказывал, сколько страданий доставила ему гибель чистопородного быка-производителя, в стремительном беге раздробившего череп о трактор	когда + CL	одновременность	41475
воображать,вообразить,себя	1773	1	там	ADV	место	41498
воображать,себя	12023	1	должно быть	PARENTH	вероятность	41499
вопрос,вопрос,задавать,задавать,задать,задать	17577	1	вслух	NULL	NULL	30484
вопрос,вопрос,задавать,задавать,задать,задать	17577	2	за полтора месяца слушаний	NULL	NULL	30503
вопрос,задавать,задать	17573	1	две недели назад	NULL	NULL	30541
вопрос,задавать,задать	17577	1	считайте , что из праздного любопытства	NULL	NULL	30455
вопрос,задавать,задать	17577	1	бегло	NULL	NULL	30498
вопрос,задавать,задать	17577	1	как бы между прочим	NULL	NULL	30515
вопрос,задавать,задать	17577	1	необычно	NULL	NULL	30542
вопрос,задавать,задать	17577	1	с позиций морально-политических	NULL	NULL	30543
вопрос,задавать,задать	17586	1	После объявления победителя Гонкуровской премии	NULL	NULL	30530
вопрос,задавать,задать	17586	1	на это	NULL	NULL	30533
вопрос,задавать,задать,себе	17584	2	тогда	NULL	NULL	30532
воспользоваться	12862	1	немедленно	ADV	время наступления	54204
воспользоваться	12862	1	при удалении вросшего ногтя и при операции на сердце	при + Sloc	одновременность	54206
воспользоваться	12862	1	чтобы быть точно уверенным в правомерности применения пониженной ставки ЕСН	чтобы + Vinf	цель	54207
воспользоваться	12862	2	после тщательного обоснования	после + Sgen	последовательность	54211
воспользоваться	12862	3	к сожалению	к + Sdat	вводное	54214
воспользоваться	12862	2	задействовав весь имеющийся ресурс для дискредитации коммунистов	Vger	предшествующая ситуация	54218
воспользоваться	12862	1	незаконно	ADV	оценка	54219
воспользоваться	13816	1	сперва	ADV	фаза	54231
воспользоваться	13816	1	сейчас же	ADV	одновременность	54236
воспользоваться	13816	1	обязательно	ADV		54237
воспользоваться,воспользоваться	12862	1	одним из первых	Sins	порядок	54208
восторгаться	1808	2	слушая их	Vger	сопутствующая ситуация	39413
восторгаться	1808	1	одновременно	ADV	одновременность	39418
восторгаться	1808	1	стараясь предугадать ход мыслей гения	Vger	мотивировка	42850
восторгаться	1808	1	по службе	по + Sdat	причина	42877
восторгаться	1808	1	по-прежнему	ADV	узуальность	42883
восторгаться	1808	1	невнятно	ADV	оценка	42910
восторгаться	1809	2	сколько угодно	ADV	интенсивность	39404
восторгаться	1809	1	так	ADV	степень	39405
восторгаться	1809	1	опять	ADV	узуальность	39408
восторгаться	1809	1	шумно	ADV	интенсивность	39414
восторгаться	1809	1	громко	ADV	звук	42846
восторгаться	1809	1	всегда	ADV	узуальность	42853
восторгаться	1809	1	больше	ADV	интенсивность	42856
восторгаться	1809	1	вчера	ADV	время	42857
восторгаться	1809	1	больше	ADV	узуальность	42865
восторгаться	1809	1	никогда	ADV	узуальность	42866
восторгаться	1809	1	очень	ADV	степень	42871
восторгаться	1809	1	боязливо	ADV	мотивировка	42874
восторгаться	1809	1	как бардами	как + Sx	сравнение	42884
восторгаться	1809	1	тогда	ADV	время	42885
восторгаться	1809	1	в «цыганочке»	в + Sloc	место	42886
восторгаться	1809	1	Вот уже много лет	Sacc	длительность	42889
восторгаться	1809	1	от души	от + Sgen	степень	42896
восторгаться	1809	1	заслуженно	ADV	мотивировка	42897
восторгаться	1809	1	всегда	ADV	узуальность	42901
восторгаться	1809	1	в первоначальную пору сочинительства	в + Sloc	время	42903
восторгаться	1809	1	особенно	ADV	степень	42905
восторгаться	1809	1	откровенно	ADV	образ действия	42906
восторгаться	1809	1	недостаточно	ADV	степень	42917
восторгаться	1810	1	искусственно	ADV	образ действия	39409
восторгаться	1810	1	вяло	ADV	интенсивность	42870
восторгаться	1810	1	сжимая ладошками лицо и раскачиваясь из стороны в сторону	Vger	сопутствующая ситуация	42913
восторгаться,восторгаться	1809	1	Несколько дней назад	Sacc + назад	время	42888
восторгаться,восторгаться	1809	1	всегда	ADV	узуальность	42892
восторгаться,восторгаться	1809	1	В нескольких письмах подряд	в + Sloc	место	42893
восхититься,восхититься,восхититься,восхищаться,восхищаться,восхищаться	1812	2	ещё в первый день плавательной программы	в + Sacc	время	39459
восхититься,восхититься,восхищаться,восхищаться	1811	1	т.к. не присматриваются по лупой	так + как + CL	причина	41056
восхититься,восхититься,восхищаться,восхищаться	1812	3	бесцельно	ADV	цель	39454
восхититься,восхититься,восхищаться,восхищаться	1812	1	когда-то	ADVPRO	время	39483
восхититься,восхититься,восхищаться,восхищаться	1812	1	Войдя в Пассаж	Vger	предшествующая ситуация	39489
восхититься,восхититься,восхищаться,восхищаться	1812	1	Когда наш поезд въехал в узкое Лорийское ущелье реки Дебет	когда + CL	одновременность	41064
восхититься,восхищаться	1811	1	видя твою чувствительность	Vger	мотивировка	39470
восхититься,восхищаться	1811	1	переходя с места на место	Vger	сопутствующая ситуация	39471
восхититься,восхищаться	1811	2	отнюдь	ADV	степень	41079
восхититься,восхищаться	1811	1	громко	ADV	звук	41082
восхититься,восхищаться	1812	1	долго и искренне	ADV	длительность	39438
восхититься,восхищаться	1812	1	всегда	ADV	узуальность	39439
восхититься,восхищаться	1812	1	как художественным произведением	как + Sx	сравнение	39442
восхититься,восхищаться	1812	2	в самые последние годы	в + Sacc	время	39445
восхититься,восхищаться	1812	1	борясь с отравлением природы	Vger	сопутствующая ситуация	39448
восхититься,восхищаться	1812	1	от души	от + Sgen	степень	39449
восхититься,восхищаться	1812	1	искренне	ADV	образ действия	39450
восхититься,восхищаться	1812	1	как бы отрешаясь от своей биографии	Vger	сопутствующая ситуация	39453
восхититься,восхищаться	1812	1	преимущественно	ADV	точность	39455
восхититься,восхищаться	1812	1	с порога своего магазина	с + Sgen	начальная точка	39475
восхититься,восхищаться	1812	2	бесконечно	ADV	степень	39479
восхититься,восхищаться	1812	2	только в младенчестве и раннем детстве	в + Sloc	возраст	39480
восхититься,восхищаться	1812	1	так	ADV	степень	39486
восхититься,восхищаться	1812	1	не желая в то же время видеть многие серьезные проблемы и опасные тенденции	Vger	мотивировка	41043
восхититься,восхищаться	1812	1	Если кто-то делает что-то лучше меня	CL	условие	41044
восхититься,восхищаться	1812	1	всегда	ADV	узуальность	41050
восхититься,восхищаться	1812	1	как	ADV	степень	41061
восхититься,восхищаться	1812	1	действительно	ADV	точность	41071
восхититься,восхищаться	1812	1	явно	ADV	точность	41072
восхититься,восхищаться	1812	1	в своей нобелевской речи	в + Sloc	место	41073
восхититься,восхищаться	1812	1	Никогда	ADV	узуальность	41078
восхититься,восхищаться	1812	1	в первую очередь	в + Sacc	точность	41083
восхититься,восхищаться	1812	1	сам	APRO	самостоятельность	41084
восхититься,восхищаться	1814	1	снова	ADV	узуальность	41049
восхититься,восхищаться	1814	1	любуясь лоском кожаных корешков	Vger	сопутствующая ситуация	41054
восхититься,восхищаться	1814	1	вновь отгрызая невесть откуда кусок золота	Vger	сопутствующая ситуация	41058
восхищаться	11586	1	втайне	ADV	образ действия	39481
восхищаться,восхищаться	11585	1	про себя	про + Sacc	образ действия	41062
вперед,вперед,забегать,забегать,забежать,забежать	11803	1	Здесь	ADV	место	48214
вперед,вперед,забегать,забегать,забежать,забежать	11803	1	в своих воспоминаниях	в + Sloc	сфера	80533
вперед,забегать,забежать	11803	1	сегодня	ADV	время	48222
вперед,забегать,забежать	11803	1	без оглядки на естественно господствующие в науке консервативные представления и предрассудки	без + Sgen	образ действия	48282
вперед,забегать,забежать	11803	1	Не дожидаясь, пока бабушка нас с ней разлучит	Vger	предшествующая ситуация	80534
вперед,забегать,забежать	11803	1	с" Левитиным "	с + Sins	комитатив	80551
врать,врать,врать,врать,соврать,соврать,соврать,соврать	1826	1	Уже поэтому	ADV	причина	39619
врать,врать,врать,соврать,соврать,соврать	1826	1	по жизни	по + Sdat	узуальность	41107
врать,врать,соврать,соврать	1826	2	абсолютно	ADV	степень	41122
врать,врать,соврать,соврать	1827	1	Сначала	ADV	фаза	41106
врать,соврать	1826	1	много	ADV	количество	39594
врать,соврать	1826	1	одновременно	ADV	одновременность	39595
врать,соврать	1826	1	ради корысти или достижения какой-то цели	ради + Sgen	цель	39601
врать,соврать	1826	1	А может	Vimpers	предположение	39607
врать,соврать	1826	2	так	ADV	образ действия	39608
врать,соврать	1826	1	Зачем	ADV	причина	39610
врать,соврать	1826	1	Всё	PART	узуальность	39612
врать,соврать	1826	2	Амалия Ивановна	Snom	обращение	39614
врать,соврать	1826	1	Чего	ADV	причина	39617
врать,соврать	1826	1	как сивый мерин	как + Sx	сравнение	39620
врать,соврать	1826	1	Всё	PART	узуальность	39622
врать,соврать	1826	4	десятилетиями	Sins	длительность	39625
врать,соврать	1826	1	Что	ADV	причина	39633
врать,соврать	1826	1	в район	в + Sacc	конечная точка	39637
врать,соврать	1826	1	складно	ADV	образ действия	41086
врать,соврать	1826	1	все	PART	узуальность	41087
врать,соврать	1826	1	почему	ADV	причина	41089
врать,соврать	1826	1	все	PART	узуальность	41095
врать,соврать	1826	1	в твоем положении	в + Sloc	причина	41113
врать,соврать	1826	1	Когда	ADVPRO	время	41119
врать,соврать	1826	1	Опять	ADV	узуальность	41124
врать,соврать	1826	2	сегодня	ADV	время	41128
врать,соврать	1826	1	Галя	Snom	обращение	41129
врать,соврать	1826	1	под дулом у затылка	под + Sins	фоновая ситуация	41132
врать,соврать	1826	1	как другие старики,	как + Sx	сравнение	41134
врать,соврать	1827	2	теперь	ADVPRO	время	39599
врать,соврать	1827	1	беззастенчиво	ADV	оценка	39631
врать,соврать	1829	1	направо-налево	ADV	интенсивность	41116
врать,соврать	1829	1	жене	Sdat	адресат	41118
вращаться	1835	1	по инерции	по + Sdat	образ действия	39660
вращаться	1835	1	когда внутри зажигалась лампочка	когда + CL	одновременность	39665
вращаться	1835	1	быстрее	ADV	скорость	39667
вращаться	1835	1	с меньшей скоростью	с + Sins	скорость	39670
вращаться	1835	1	в неподвижном окружающем небе	в + Sloc	место	39673
вращаться	1835	1	независимо друг от друга	ADV	образ действия	39674
вращаться	1835	1	бойко	ADV	скорость	39677
вращаться	1835	2	вместе с гайкой	вместе + с + Sins	комитатив	39680
вращаться	1835	1	на своей оси	на + Sloc 	место	39682
вращаться	1835	1	оригинально	ADV	оценка	39684
вращаться	1835	1	Плохо	ADV	оценка	39686
вращаться	1835	1	востро	ADV	образ действия	39687
вращаться	1835	1	где	ADV	место	39688
вращаться	1835	1	равномерно	ADV	образ действия	39694
вращаться	1835	1	в последний раз	в + Sacc	узуальность	39697
вращаться	1835	1	быстро	ADV	скорость	39698
вращаться	1835	1	на шарнирах	на + Sloc 	место	39702
вращаться	1835	1	в красном тумане	в + Sloc	место	39703
вращаться	1835	2	ни разу	Sgen2	узуальность	39705
вращаться	1835	1	с экваториальной скоростью 300- 500 км / с	с + Sins	скорость	39706
вращаться	1835	1	до тех пор , пока не выскочила надпись :" Няня"	до + Sgen	длительность - предел	39707
вращаться	1835	1	медленно	ADV	скорость	39708
вращаться	1835	1	с бешеной, сверхсветовой скоростью	с + Sins	скорость	39712
вращаться	1835	1	еле	ADV	степень	43037
вращаться	1835	1	медленно	ADV	скорость	43044
вращаться	1835	1	все быстрее	ADV	скорость	43045
вращаться	1835	1	довольно быстро	ADV	скорость	43046
вращаться	1835	1	потихоньку	ADV	скорость	43047
вращаться	1835	1	в довольно сильном магнитном поле оболочки, сброшенной звездой при взрыве сверхновой	в + Sloc	место	43056
вращаться	1835	1	с разными скоростями	с + Sins	скорость	43062
вращаться	1835	1	бешено	ADV	интенсивность	43069
вращаться	1836	1	страшно	ADV	степень	39663
вращаться	1836	1	по часовой стрелке	по + Sdat	образ действия	39672
вращаться	1836	1	к сожалению	к + Sdat	вводное	43039
вращаться	1836	1	с периодом, меньшим 1 с	с + Sins	скорость	43061
вращаться	1836	1	в самом деле	в + Sloc	точность	43063
вращаться	1838	1	достаточно долго	ADV	длительность	43026
вращаться,вращаться	1835	1	в станке	в + Sloc	место	39711
вращаться,вращаться	1835	1	во время стрельбы	в + Sacc	время	43034
вращаться,вращаться	1835	1	При этом	при + Sloc	одновременность	43036
вращаться,вращаться	1835	1	Медленно	ADV	скорость	43048
вращаться,вращаться	1835	1	Под кабиной	под + Sins	место	43049
вращаться,вращаться	1835	1	как два буравчика	как + Sx	сравнение	43059
вращаться,вращаться	1836	1	в российском политическом пространстве	в + Sloc	место	39664
вращаться,вращаться	1836	1	Теперь	ADVPRO	время	39678
вращаться,вращаться	1836	1	на котором	на + Sloc 	место	43054
вращаться,вращаться	12016	1	у него	у + Sgen	посессор	43052
вращаться,вращаться,вращаться,вращаться,вращаться	1835	1	где	ADV	место	39689
вредить,вредить,вредить,навредить,навредить,навредить,повредить,повредить,повредить	1840	1	всячески	ADV	степень	39739
вредить,вредить,навредить,навредить	11614	2	ругательною насмешкою	Sins	способ	39714
вредить,вредить,навредить,навредить,повредить,повредить	1840	2	ныне	ADV	время	41256
вредить,вредить,навредить,навредить,повредить,повредить	1840	2	почти на всей территории России	на + Sloc 	охват	41260
вредить,вредить,навредить,навредить,повредить,повредить	1840	2	ничуть	ADV	степень	41268
вредить,вредить,навредить,навредить,повредить,повредить	1840	1	несравнимо больше	ADV	степень	41274
вредить,навредить	11614	1	в России	в + Sloc	место	39721
вредить,навредить	11614	2	пока	ADV		39744
вредить,навредить	11614	1	меньше чем дверь	ADV	степень	41280
вредить,навредить	11614	2	когда	ADVPRO	время	41311
вредить,навредить,повредить	1839	1	как	ADV	способ	39736
вредить,навредить,повредить	1839	1	совершенно по-разному	ADV	тождество	39740
вредить,навредить,повредить	1839	1	крепко	ADV	образ действия	41272
вредить,навредить,повредить	1840	1	нимало	ADV	степень	39720
вредить,навредить,повредить	1840	1	нисколько	ADV	степень	39724
вредить,навредить,повредить	1840	1	сейчас	ADV	время	39725
вредить,навредить,повредить	1840	1	нимало	ADV	степень	39727
вредить,навредить,повредить	1840	1	никогда	ADV	узуальность	39737
вредить,навредить,повредить	1840	1	теперь	ADVPRO	время	41248
вредить,навредить,повредить	1840	2	никоим образом	Sins	степень	41250
вредить,навредить,повредить	1840	1	В каком случае	в + Sloc	причина	41251
вредить,навредить,повредить	1840	2	никогда	ADV	узуальность	41257
вредить,навредить,повредить	1840	2	никогда	ADV	узуальность	41261
вредить,навредить,повредить	1840	1	как	ADV	степень	41262
вредить,навредить,повредить	1840	2	так	ADV	степень	41263
вредить,навредить,повредить	1840	1	смертельно	ADV	степень	41270
вредить,навредить,повредить	1840	1	ничуть	ADV	степень	41279
вредить,навредить,повредить	1840	1	там	ADV	место	41285
вредить,навредить,повредить	1840	1	более всего	ADV	степень	41288
вредить,навредить,повредить	1840	1	больше	ADV	точность	41289
вредить,навредить,повредить	1840	1	подчас	ADV	узуальность	41295
вредить,навредить,повредить	1840	1	как раз	как + Sx	одновременность	41296
вредить,навредить,повредить	1840	1	очень	ADV	степень	41297
вредить,навредить,повредить	1840	1	умышленно	ADV	цель	41303
вредить,навредить,повредить	1840	1	сильно	ADV	степень	41304
вредить,навредить,повредить	1840	1	именно постольку	ADV	причина	41305
вредить,навредить,повредить	1840	1	Зачем	ADV	причина	41309
вредить,навредить,повредить	1840	2	ничуть	ADV	степень	41312
вредить,навредить,повредить	1840	2	ничуть	ADV	степень	41315
вредить,не,повредить	16254	1	в победные времена	в + Sacc	время	41255
вскидывать,вскидывать,вскинуть,вскинуть	1842	1	тут вдруг	ADVPRO	неожиданность	39823
вскидывать,вскинуть	1842	1	как бы изумляясь нежданной встрече	Vger	сопутствующая ситуация	39809
вскидывать,вскинуть	1842	1	гордо	ADV	образ действия	39819
вскидывать,вскинуть	1842	1	удивлённо	ADV	эмоция	39826
вскинуть	11922	1	удивлённо	ADV	эмоция	39808
вскинуть	11922	1	на Чертопханова	на + Sacc	конечная точка	39817
вскинуть	11923	1	на него	на + Sacc	конечная точка	39827
вспахать,пахать	6345	1	давно	ADV	длительность	131895
вспахать,пахать	6345	1	сам	APRO	самостоятельность	131913
вспахать,пахать	6345	1	хорошо	ADV	оценка	131918
вспахать,пахать	6345	1	Снова	ADV	узуальность	131920
вспоминать,вспоминать,вспоминать,вспоминать,вспомнить,вспомнить,вспомнить,вспомнить	1858	1	По странному стечению обстоятельств	по + Sdat	образ действия	40025
вспоминать,вспоминать,вспоминать,вспомнить,вспомнить,вспомнить	1857	1	однажды	ADV	узуальность	39956
вспоминать,вспоминать,вспоминать,вспомнить,вспомнить,вспомнить	1857	1	сейчас вот	ADV	одновременность	39981
вспоминать,вспоминать,вспоминать,вспомнить,вспомнить,вспомнить	1858	1	поневоле	ADV	воля	39941
вспоминать,вспоминать,вспомнить,вспомнить	1857	1	ни разу	Sgen2	узуальность	39972
вспоминать,вспоминать,вспомнить,вспомнить	1857	1	теперь	ADVPRO	время	43794
вспоминать,вспоминать,вспомнить,вспомнить	1858	1	в эту минуту	в + Sacc	время	39954
вспоминать,вспоминать,вспомнить,вспомнить	1858	1	опять	ADV	узуальность	39962
вспоминать,вспоминать,вспомнить,вспомнить	1859	1	сейчас	ADV	время	39988
вспоминать,вспоминать,вспомнить,вспомнить	1860	1	Раньше чем читать	раньше + чем + Vinf	одновременность	39969
вспоминать,вспоминать,вспомнить,вспомнить	1860	1	Сейчас	ADV	время	39974
вспоминать,вспомнить	1857	1	Сейчас	ADV	время	39938
вспоминать,вспомнить	1857	1	через несколько лет	через + Sacc	время	39944
вспоминать,вспомнить	1857	1	сейчас	ADV	время	39949
вспоминать,вспомнить	1857	1	в то же время	в + Sacc	время	39958
вспоминать,вспомнить	1857	1	ещё раз	Sacc	узуальность	39967
вспоминать,вспомнить	1857	1	прежде чем делать окончательные выводы	прежде + чем + Vinf	последующая ситуация	39980
вспоминать,вспомнить	1857	1	в один момент	в + Sacc	время	39983
вспоминать,вспомнить	1857	1	Здесь	ADV	место	39986
вспоминать,вспомнить	1857	2	от чрезмерности оныя	от + Sgen	причина	40010
вспоминать,вспомнить	1857	1	Ещё и ещё раз	Sacc	частота	40018
вспоминать,вспомнить	1857	2	к грядущему 80-летию гражданской авиации	к + Sdat	время - предел	40020
вспоминать,вспомнить	1857	1	когда-нибудь	ADVPRO	время	43796
вспоминать,вспомнить	1857	1	много	ADV	интенсивность	43797
вспоминать,вспомнить	1858	1	Собираясь на пикник	Vger	сопутствующая ситуация	39961
вспоминать,вспомнить	1858	1	когда будем глядеть на других людей вокруг нас	когда + CL	одновременность	39994
вспоминать,вспомнить	1858	1	лишь через девять месяцев	через + Sacc	время	40000
вспоминать,вспомнить	1858	1	Сейчас	ADV	время	40015
вспоминать,вспомнить	1858	1	вдруг	ADV	неожиданность	40016
вспоминать,вспомнить	1859	1	вдруг	ADV	неожиданность	39950
вспоминать,вспомнить	1859	1	Сейчас	ADV	время	39960
вспоминать,вспомнить	1859	1	в последний час	в + Sacc	время	39971
вспоминать,вспомнить	1859	1	Пытаясь мысленно глянуть в маленькие городки возле Воронежа	Vger	сопутствующая ситуация	39982
вспоминать,вспомнить	1860	1	Когда оркестр стал впоследствии пинать Светланова	когда + CL	одновременность	39933
вспоминать,вспомнить	1860	1	Чтобы это стало яснее	чтобы + CL	цель	39987
вспоминать,вспомнить	1860	1	теперь	ADVPRO	время	39995
вспыхивать,вспыхивать,вспыхивать,вспыхнуть,вспыхнуть,вспыхнуть	1872	1	вдруг	ADV	неожиданность	40044
вспыхивать,вспыхивать,вспыхнуть,вспыхнуть	1864	1	вдруг	ADV	неожиданность	40027
вспыхивать,вспыхивать,вспыхнуть,вспыхнуть	1864	1	В это время	в + Sacc	время	45590
вспыхивать,вспыхнуть	1861	1	сильнее	ADV	степень	40034
вспыхивать,вспыхнуть	1861	1	пробегая по буквам	Vger	сопутствующая ситуация	45583
вспыхивать,вспыхнуть	1862	1	Там	ADV	место	40043
вспыхивать,вспыхнуть	1863	1	ослепительной белой полосой	Sins	сравнение	45584
вспыхивать,вспыхнуть	1864	1	передо мной	перед + Sins	субъект восприятия	45573
вспыхивать,вспыхнуть	1864	1	во мне	в + Sloc	место	45592
вспыхивать,вспыхнуть	1869	1	чего	ADV	причина	40033
вспыхивать,вспыхнуть	1869	1	радостно	ADV	эмоция	45585
вспыхивать,вспыхнуть	1872	1	снова	ADV	узуальность	40029
вспыхивать,вспыхнуть	1872	1	тут же	ADVPRO	одновременность	40031
вспыхивать,вспыхнуть	1872	1	с новой силой	с + Sins	степень	40045
вспыхивать,вспыхнуть	1872	1	между ними	между + Sins		45568
вспыхивать,вспыхнуть	1872	1	на корабле	на + Sloc 	место	45569
вспыхивать,вспыхнуть	1872	1	периодически	ADV	узуальность	45570
вспыхивать,вспыхнуть	1872	1	едва	ADV	степень	45575
вспыхивать,вспыхнуть	1872	1	в небе	в + Sloc	место	45580
вспыхивать,вспыхнуть	1872	1	Тогда	ADV	время	45581
вспыхивать,вспыхнуть	1872	1	именно тогда	ADV	время	45588
вспыхивать,вспыхнуть	1873	1	опять	ADV	узуальность	40035
вспыхнуть	12013	1	напротив фамилии Kizierowski	напротив + Sgen	место	40039
вставать,вставать,встать,встать	1879	1	не находя себе места	Vger	мотивировка	45804
вставать,вставать,встать,встать	1881	1	расстелив передо мной надушенный носовой платок,	Vger	предшествующая ситуация	45724
вставать,вставать,встать,встать	1882	1	Утром	Sins	время	54396
вставать,вставать,встать,встать	1885	1	пытаясь пробулькать что то невразумительное,	Vger	сопутствующая ситуация	45749
вставать,вставать,встать,встать	1887	1	Плюнув смерти в лицо	Vger	предшествующая ситуация	45737
вставать,вставать,встать,встать	1888	1	В этих условиях	в + Sloc	фоновая ситуация	45808
вставать,вставать,встать,встать	1892	1	Особо остро	ADV	степень	45728
вставать,вставать,встать,встать	1892	1	Сейчас перед праздником	ADV	время	45807
вставать,вставать,встать,встать	11669	2	грудью	Sins	способ	45739
вставать,встать	1879	1	очнувшись от одолевших его раздумий,	Vger	предшествующая ситуация	45757
вставать,встать	1879	1	послушно	ADV	образ действия	45760
вставать,встать	1879	1	быстро	ADV	скорость	45762
вставать,встать	1879	1	сейчас	ADV	время	45763
вставать,встать	1879	1	резко	ADV	частота	45770
вставать,встать	1879	1	вдруг	ADV	неожиданность	45773
вставать,встать	1879	1	Когда мучения стали нестерпимы,	когда + CL	одновременность	45778
вставать,встать	1879	1	быстро	ADV	скорость	45785
вставать,встать	1879	1	Завершив эти устрашающие действия,	Vger	предшествующая ситуация	45802
вставать,встать	1879	1	с явной неохотой	с + Sins	образ действия	45810
вставать,встать	1879	1	широко расставив ноги над решеткой в полу, где моют лошадей.	Vger	предшествующая ситуация	45816
вставать,встать	1879	1	Когда мы вошли в помещение, где был накрыт большой стол буквой Т,	когда + CL	одновременность	45824
вставать,встать	1879	1	по колено в людях	по + Sacc	предел	54316
вставать,встать	1879	1	быстро	ADV	скорость	54319
вставать,встать	1879	1	вместе с ней	вместе + с + Sins	комитатив	54324
вставать,встать	1879	1	быстро	ADV	скорость	54334
вставать,встать	1879	1	вдруг	ADV	неожиданность	54339
вставать,встать	1879	1	Тогда	ADV	время	54341
вставать,встать	1879	1	Кое-как	ADV	способ	54344
вставать,встать	1879	1	Перед киселём	перед + Sins	место	54359
вставать,встать	1879	1	поспешно	ADV	скорость	54360
вставать,встать	1879	1	испуганно	ADV	эмоция	54378
вставать,встать	1879	1	сейчас	ADV	время	54386
вставать,встать	1879	1	вооружённые с головы до ног	Vpartcp.pass	депиктив	54391
вставать,встать	1880	1	только после этого	после + Sgen	последовательность	45740
вставать,встать	1880	1	первая	A	депиктив	45779
вставать,встать	1880	1	быстро	ADV	скорость	45820
вставать,встать	1880	1	резко	ADV	частота	54307
вставать,встать	1880	1	бесшумно , мягко	ADV	образ действия	54335
вставать,встать	1881	1	когда увидел меня,	когда + CL	одновременность	45741
вставать,встать	1881	1	снова	ADV	узуальность	54323
вставать,встать	1882	3	по утрам	по + Sdat	время	45782
вставать,встать	1882	3	с мыслями о Кьеркегоре.	с + Sins	образ действия	45788
вставать,встать	1882	1	Через четыре часа	через + Sacc	время	45796
вставать,встать	1882	2	По подъёму	по + Sdat	NULL	54358
вставать,встать	1882	1	первый	A	порядок	54373
вставать,встать	1882	1	чего ради	ради + Sgen	цель	54381
вставать,встать	1883	1	утром	Sins	время	45729
вставать,встать	1883	1	обычно	ADV	узуальность	45805
вставать,встать	1885	1	тут	ADV	дискурс	54367
вставать,встать	1886	1	твердо	ADV	образ действия	45736
вставать,встать	1886	1	по тем или иным причинам	по + Sdat	причина	45777
вставать,встать	1887	1	тенью	Sins	сравнение	54357
вставать,встать	1890	1	вскоре	ADV	время	54312
вставать,встать	1892	1	В связи с этим	в + связи + с + Sins	причина	45735
вставать,встать	1892	1	С переходом к рыночной экономике	с + Sins	причина	45799
вставать,встать	1892	1	Перед высшим руководством страны	перед + Sins	субъект ментального состояния	45800
вставать,встать	1892	1	в то время	в + Sacc	время	45803
вставать,встать	1894	1	невольно	ADV	мотивировка	45822
вставать,встать	11664	2	по месту своей регистрации.	по + Sdat	место	45725
вставать,встать	11669	1	при внутреннем сопротивлении сторонников более консервативных взглядов,	при + Sloc	одновременность	45730
вставать,встать,левый,нога,тот	14582	1	дружно	ADV	скорость	54368
встать	12040	1	развалив шалаш	Vger	предшествующая ситуация	54306
встать	16456	1	резко	ADV	образ действия	54366
встать,встать	12039	1	осенью	Sins	время	54305
встревожить,встревожить,тревожить,тревожить	10439	1	Кроме того	NULL	NULL	126821
встревожить,встревожить,тревожить,тревожить	10439	2	неотступно	NULL	NULL	126847
встревожить,встревожить,тревожить,тревожить	10439	1	меньше	NULL	NULL	126863
встревожить,тревожить	10439	1	прежде всего	NULL	NULL	126819
встревожить,тревожить	10439	2	Почему	NULL	NULL	126822
встревожить,тревожить	10439	1	долго	NULL	NULL	126826
встревожить,тревожить	10439	1	до тех пор, пока я не обнаружил в себе склонности к писательству	NULL	NULL	126829
встревожить,тревожить	10439	2	больше	NULL	NULL	126830
встревожить,тревожить	10439	2	всё больше	NULL	NULL	126833
встревожить,тревожить	10439	1	стали	NULL	NULL	126837
встревожить,тревожить	10439	2	больше	NULL	NULL	126851
встревожить,тревожить	10439	1	слегка	NULL	NULL	126857
встревожить,тревожить	10439	2	куда больше	NULL	NULL	126861
встревожить,тревожить	10439	1	так	NULL	NULL	126864
встревожить,тревожить	10439	1	в Сонкио	NULL	NULL	126865
встревожить,тревожить	10439	1	как	NULL	NULL	126868
встревожить,тревожить	10439	1	некогда	NULL	NULL	126869
встревожить,тревожить	10439	1	во время отрочества	NULL	NULL	126873
встревожить,тревожить	10439	1	Пуще всего	NULL	NULL	126875
