ConstrIndex	ExIndex	PlaceC	Phrase	Form	Role	Type	KeyLexemes
1388	37429	1	вследствие долгого ряда злоупотреблений	вследствие + Sgen	причина	Circum	бунтовать
1388	37435	1	теперь	ADVPRO	время	Circum	бунтовать
1388	37443	1	только	PART	ограничит.	Modal	бунтовать
1388	37445	1	вечно	ADV	узуальность	Circum	бунтовать
1388	37448	1	своеобразно	ADV	образ действия	Circum	бунтовать
1388	37450	1	Иногда	ADV	узуальность	Circum	бунтовать
1388	42151	1	не	PART	отрицание	Modal	бунтовать
1388	42157	1	вечно	ADV	узуальность	Circum	бунтовать
1388	42164	1	Вот	PART	дискурс	Modal	бунтовать
1388	42167	1	Не	PART	отрицание	Modal	бунтовать
1388	42174	1	почему	ADV	причина	Circum	бунтовать
1388	42178	1	При этом	при + Sloc	одновременность	Modal	бунтовать
1388	42179	1	вечно	ADV	узуальность	Circum	бунтовать
1388	42180	1	В подростковом возрасте	в + Sloc	возраст	Circum	бунтовать
1388	42200	1	так, что она, Катя, и не представляла, что подобное возможно	ADV	интенсивность	Circum	бунтовать
1388	42204	1	отнюдь не	PART	отрицание	Modal	бунтовать
1388	42219	1	опять	ADV	узуальность	Circum	бунтовать
1389	42144	1	ОК	PART		Modal	бунтовать
1389	42161	1	Да и	PART	усиление	Modal	бунтовать
1389	42188	1	в котором	в + Sloc	место	Circum	бунтовать
1389	42190	1	даже	PART	фокус	Modal	бунтовать
1390	37447	1	всё ещё	PART	длительность	Circum	бунтовать
11704	37432	1	отказываясь воспринимать дикую новость	Vger	мотивировка	Circum	бунтовать
11704	42186	1	в тесных строках его писем	в + Sloc	место	Circum	бунтовать
11704	42187	1	не	PART	отрицание	Modal	бунтовать
11704	42203	1	лишь	PART	ограничение	Modal	бунтовать
11704	42216	1	не щадя самого себя	Vger	сопутствующая ситуация	Circum	бунтовать
1388	37428	1	же	PART		Modal	бунтовать,бунтовать
1388	37433	1	не	PART	отрицание	Modal	бунтовать,бунтовать
1388	37444	1	вдруг	ADV	неожиданность	Circum	бунтовать,бунтовать
1388	37451	1	уже	ADV		Modal	бунтовать,бунтовать
1388	42169	1	даже	PART	фокус	Modal	бунтовать,бунтовать
1388	42171	1	бездарно и мстительно	ADV	оценка	Circum	бунтовать,бунтовать
1388	42202	1	не	PART	отрицание	Modal	бунтовать,бунтовать
1388	42223	1	не	PART	отрицание	Modal	бунтовать,бунтовать
1389	42208	1	Зря	ADV	оценка	Circum	бунтовать,бунтовать
1388	37440	1	неслышно	ADV	звук	Circum	бунтовать,бунтовать,бунтовать
1388	42198	1	Иногда	ADV	узуальность	Circum	бунтовать,бунтовать,бунтовать
11709	42211	1	и	PART	усиление	Modal	бунтовать,бунтовать,бунтовать
1388	42156	1	не	PART	отрицание	Modal	бунтовать,бунтовать,бунтовать,бунтовать
1392	53412	2	между прочим	между + Sins	дискурс	Modal	бывать
1392	53416	1	чуть ли не каждый день	Sacc	частота	Circum	бывать
1394	53402	1	Конечно	PARENTH	дискурс	Modal	бывать
11983	53404	1	часто	ADV	частота	Circum	бывать
11983	53409	1	Иногда	ADV	узуальность	Circum	бывать
11984	53414	1	довольно часто	ADV	частота	Circum	бывать
1392	53418	1	Почему	ADV	причина	Circum	бывать,бывать
1393	53407	1	как правило	как + Sx	точность	Circum	бывать,бывать
1393	53419	1	не	PART	отрицание	Modal	бывать,бывать
1393	53420	1	всегда	ADV	узуальность	Circum	бывать,бывать
1394	53406	1	Очень часто	ADV	частота	Circum	бывать,бывать
11853	37456	1	на глаз	на + Sacc	способ	Circum	валить
13161	37458	1	наконец	PARENTH	дискурс	Circum	валить
13162	37472	1	беспременно	ADV	узуальность	Circum	валить
12120	37466	1	снова	ADV	узуальность	Circum	валить,валить
13161	37455	1	Ночью	Sins	время	Circum	валить,валить,валить
11637	37492	1	совсем	ADV	степень	Circum	валиться
11637	42575	1	опять	ADV	узуальность	Circum	валиться
11637	42602	1	вокруг	ADV	место	Circum	валиться
13167	37500	1	К ночи	к + Sdat	время - предел	Circum	валиться
13167	37501	1	уж	ADV		Modal	валиться
13167	37523	1	сама	APRO	самостоятельность	Circum	валиться
13172	37493	1	у неё	у + Sgen	посессор	Circum	валиться
13172	42553	1	у него	у + Sgen	посессор	Circum	валиться
13172	42570	1	сегодня	ADV	время	Circum	валиться
11637	37506	1	ж	PART		Modal	валиться,валиться
11637	37516	1	друг за другом	за + Sins	порядок	Circum	валиться,валиться
11637	42578	1	с вечера	с + Sins	время - предел	Circum	валиться,валиться
11637	42579	1	Как простреленный навылет	как + Sx	сравнение	Circum	валиться,валиться
11637	42581	1	не	PART	отрицание	Modal	валиться,валиться
13172	37508	1	Иногда	ADV	узуальность	Circum	валиться,валиться
13172	37512	1	когда	ADVPRO	время	Circum	валиться,валиться
13172	42543	1	у Тамары Горб	у + Sgen	посессор	Circum	валиться,валиться
13173	42565	1	за это	за + Sacc	мотивировка	Circum	валиться,валиться
11637	42604	1	там	ADV	место	Circum	валиться,валиться,валиться
13167	37514	1	не	PART	отрицание	Modal	валиться,валиться,валиться
13167	42536	1	к собственному изумлению	к + Sdat	интерпретация	Circum	валиться,валиться,валиться
13172	42555	1	вот	PART	дискурс	Modal	валиться,валиться,валиться
13167	42552	1	уже	ADV		Modal	валиться,валиться,валиться,валиться
11579	41226	1	так и	ADV	узуальность	Circum	валяться
13175	41246	1	всю неделю	Sacc	длительность	Circum	валяться
13178	37534	1	не	PART	отрицание	Modal	валяться
13178	37542	1	не	PART	отрицание	Modal	валяться
13178	37558	1	не	PART	отрицание	Modal	валяться
13178	41221	1	не	PART	отрицание	Modal	валяться
13177	41231	1	теперь	ADV	время	Circum	валяться,валяться
13177	41238	1	зря	ADV	цель	Circum	валяться,валяться
13178	41228	1	тоже	PART	тождество	Modal	валяться,валяться
11587	37541	1	просто	PART	усиление	Modal	валяться,еще,и,конь,не
11600	37605	1	ровно две с половиной минуты	Sacc	длительность	Circum	варить
11600	37616	1	10- 15 минут	Sacc	длительность	Circum	варить
11600	37622	1	менее, чем обыкновенное варенье,	ADV	количество	Circum	варить
11600	37630	1	почаще	ADV	частота	Circum	варить
11600	40771	2	солдатам	Sdat	бенефициант	Circum	варить
13182	37629	1	заново	ADV	узуальность	Circum	варить
13184	37606	1	у человека	у + Sgen	посессор	Circum	варить
11600	37598	1	под крышкой	под + Sins	образ действия	Circum	варить,варить
11600	37602	1	мешая	Vger	способ	Circum	варить,варить
11600	37625	1	не	PART	отрицание	Modal	варить,варить
11600	40781	1	вместе	ADV	комитатив	Circum	варить,варить
11600	40801	1	на маленьком огне	на + Sloc 	место	Circum	варить,варить
13184	37631	1	на большее-то	на + Sacc	количество	Circum	варить,варить,варить
13184	40792	1	у тебя-то	у + Sgen	посессор	Circum	варить,варить,варить
13184	37620	1	совсем	ADV	степень	Circum	варить,варить,варить,варить,варить
1458	37594	1	20- 30 минут	Sacc	длительность	Circum	варить,сварить
13181	37633	1	Во Фрунзи	в + Sloc	место	Circum	варить,сварить
1472	42055	1	идейно	ADV	аспект	Circum	вдохновить,вдохновить,вдохновить,вдохновить,вдохновлять,вдохновлять,вдохновлять,вдохновлять
1472	42090	1	И	PART	усиление	Modal	вдохновить,вдохновить,вдохновить,вдохновлять,вдохновлять,вдохновлять
1472	42097	1	Однако	CONJ	противопоставление	Modal	вдохновить,вдохновить,вдохновить,вдохновлять,вдохновлять,вдохновлять
1472	42129	1	в его благородной деятельности	в + Sloc	сфера	Circum	вдохновить,вдохновить,вдохновить,вдохновлять,вдохновлять,вдохновлять
1473	42118	1	должен	Abrev	внешняя необходимость	Control	вдохновить,вдохновить,вдохновить,вдохновлять,вдохновлять,вдохновлять
11858	42052	1	не слишком	ADV	степень	Circum	вдохновить,вдохновить,вдохновить,вдохновлять,вдохновлять,вдохновлять
1472	37642	1	ещё больше	ADV	степень	Circum	вдохновить,вдохновить,вдохновлять,вдохновлять
1472	42073	1	Только во второй половине прошлого века	в + Sloc	время	Circum	вдохновить,вдохновить,вдохновлять,вдохновлять
1472	42074	1	не только	PART	отрицание	Modal	вдохновить,вдохновить,вдохновлять,вдохновлять
1472	42076	1	и	PART	усиление	Modal	вдохновить,вдохновить,вдохновлять,вдохновлять
1472	42095	1	не может	Vpraes	возможность	Control	вдохновить,вдохновить,вдохновлять,вдохновлять
1472	42096	1	в одной из акварелей, исполненных им для императрицы Елизаветы Алексеевны	в + Sloc	место	Circum	вдохновить,вдохновить,вдохновлять,вдохновлять
1472	42109	1	в этой войне	в + Sloc	фоновая ситуация	Circum	вдохновить,вдохновить,вдохновлять,вдохновлять
11858	37644	1	не	PART	отрицание	Modal	вдохновить,вдохновить,вдохновлять,вдохновлять
11858	37652	1	не	PART	отрицание	Modal	вдохновить,вдохновить,вдохновлять,вдохновлять
11861	42111	1	не	PART	отрицание	Modal	вдохновить,вдохновить,вдохновлять,вдохновлять
1472	37654	1	именно	PART	усиление	Modal	вдохновить,вдохновлять
1472	37655	1	на протяжении веков	на + Sloc 	длительность	Circum	вдохновить,вдохновлять
1472	37658	1	не	PART	отрицание	Modal	вдохновить,вдохновлять
1472	42061	1	и	PART	усиление	Modal	вдохновить,вдохновлять
1472	42062	1	не слишком	ADV	степень	Circum	вдохновить,вдохновлять
1472	42064	1	должна	Abrev	внешняя необходимость	Control	вдохновить,вдохновлять
1472	42082	1	очень	ADV	степень	Circum	вдохновить,вдохновлять
1472	42084	1	почему-то	ADV	причина	Circum	вдохновить,вдохновлять
1472	42085	1	таак	ADV	степень	Circum	вдохновить,вдохновлять
1472	42088	1	Разумеется	PARENTH	дискурс	Modal	вдохновить,вдохновлять
1472	42094	1	там, в тюрьме, на больничной койке	ADV	место	Circum	вдохновить,вдохновлять
1472	42103	1	столетиями	Sins	длительность	Circum	вдохновить,вдохновлять
1472	42104	1	в течение всех этих дней	в + течение + Sgen	длительность	Circum	вдохновить,вдохновлять
1472	42117	1	в свое время	в + Sacc	время	Circum	вдохновить,вдохновлять
1472	42122	1	умел	V	способность	Control	вдохновить,вдохновлять
1473	42078	1	даже после полуминутного общения	после + Sgen	предшествующая ситуация	Circum	вдохновить,вдохновлять
1473	42098	1	хотел бы	V	воля	Control	вдохновить,вдохновлять
1473	42106	1	Думаю	PARENTH	модальная рамка	Modal	вдохновить,вдохновлять
1473	42123	1	и	PART	усиление	Modal	вдохновить,вдохновлять
1473	42127	1	А	CONJ		Modal	вдохновить,вдохновлять
1474	42112	1	так	ADV	степень	Circum	вдохновить,вдохновлять
11858	37650	1	чрезвычайно	ADV	степень	Circum	вдохновить,вдохновлять
11858	42093	1	уже	ADV		Modal	вдохновить,вдохновлять
11858	42099	1	особенно	ADV	степень	Circum	вдохновить,вдохновлять
14211	42075	1	Призыв	S	речь	Control	вдохновиться,вдохновляться
14211	42089	1	При создании ножек для своих моделей	при + Sloc	одновременность	Circum	вдохновиться,вдохновляться
1475	37666	1	единолично	ADV	образ действия	Circum	ведать
1475	37669	1	почему-то	ADV	причина	Circum	ведать
1475	37670	1	Раньше	ADV	время	Circum	ведать
1475	37672	1	в штабе	в + Sloc	место	Circum	ведать
1475	37679	1	там, в ЦК этом	ADV	место	Circum	ведать
1475	37694	1	в порядке надзора	в + Sloc	способ	Circum	ведать
1475	37696	1	по-прежнему	ADV	узуальность	Circum	ведать
1475	37716	1	в Моссовете	в + Sloc	место	Circum	ведать
1475	40885	1	в «ЛГ»	в + Sloc	место	Circum	ведать
1476	37682	1	б	PART	сослаг.	Gram	ведать
1476	37685	1	не	PART	отрицание	Modal	ведать
1476	37689	1	не	PART	отрицание	Modal	ведать
1476	37690	1	не	PART	отрицание	Modal	ведать
1476	37691	1	не	PART	отрицание	Modal	ведать
1476	37712	1	ниже	ADV	место	Modal	ведать
1476	37713	1	по наитию	по + Sdat	образ действия	Circum	ведать
1476	40888	1	не	PART	отрицание	Modal	ведать
1476	40896	1	не	PART	отрицание	Modal	ведать
1476	40900	1	Быть может	PARENTH	предположение	Modal	ведать
1476	40901	1	не	PART	отрицание	Modal	ведать
1476	40903	1	не	PART	отрицание	Modal	ведать
1476	40912	1	доподлинно	ADV	точность	Circum	ведать
1476	40914	1	не	PART	отрицание	Modal	ведать
1476	40919	1	не	PART	отрицание	Modal	ведать
1476	40924	1	не	PART	отрицание	Modal	ведать
1476	40932	1	не	PART	отрицание	Modal	ведать
1476	40933	1	не	PART	отрицание	Modal	ведать
1476	40936	1	не	PART	отрицание	Modal	ведать
11616	37668	1	не	PART	отрицание	Modal	ведать
11616	37687	1	не	PART	отрицание	Modal	ведать
11616	37688	1	словно заговорённые	словно + Sx	сравнение	Circum	ведать
11616	40917	1	Не	PART	отрицание	Modal	ведать
11616	40930	1	не	PART	отрицание	Modal	ведать
11617	37673	1	не	PART	отрицание	Modal	ведать
11617	37675	1	не	PART	отрицание	Modal	ведать
11617	37697	1	точно	ADV	точность	Circum	ведать
11617	37702	1	не	PART	отрицание	Modal	ведать
11617	37718	1	не	PART	отрицание	Modal	ведать
11617	37721	1	Не	PART	отрицание	Modal	ведать
11617	37724	1	не	PART	отрицание	Modal	ведать
11617	40886	1	не	PART	отрицание	Modal	ведать
11617	40887	1	не	PART	отрицание	Modal	ведать
11617	40898	1	не	PART	отрицание	Modal	ведать
11617	40905	1	не	PART	отрицание	Modal	ведать
11617	40915	1	не	PART	отрицание	Modal	ведать
11617	40916	1	не	PART	отрицание	Modal	ведать
11617	40922	1	не	PART	отрицание	Modal	ведать
11617	40934	1	все-таки	PART	уступка	Modal	ведать
11618	37677	1	не	PART	отрицание	Modal	ведать
11618	37678	1	не	PART	отрицание	Modal	ведать
11618	37698	1	не	PART	отрицание	Modal	ведать
11618	40902	1	не	PART	отрицание	Modal	ведать
11618	40906	1	не	PART	отрицание	Modal	ведать
11619	37699	1	не	PART	отрицание	Modal	ведать
11619	37711	1	не	PART	отрицание	Modal	ведать
11619	37717	1	Не	PART	отрицание	Modal	ведать
11619	40890	1	не	PART	отрицание	Modal	ведать
11619	40892	1	почем	ADV	причина	Circum	ведать
11619	40897	1	не	PART	отрицание	Modal	ведать
11619	40908	1	не	PART	отрицание	Modal	ведать
11619	40923	1	Не	PART	отрицание	Modal	ведать
11620	37701	1	не	PART	отрицание	Modal	ведать
16267	37698	1	не	PART	отрицание	Modal	ведать
1475	37700	1	ещё	ADV		Modal	ведать,ведать
1476	37725	1	сама	APRO	самостоятельность	Circum	ведать,ведать
1476	40911	1	не	PART	отрицание	Modal	ведать,ведать
1476	40921	1	не	PART	отрицание	Modal	ведать,ведать
1476	40926	1	не	PART	отрицание	Modal	ведать,ведать
1476	40927	1	не	PART	отрицание	Modal	ведать,ведать
11616	40929	1	не	PART	отрицание	Modal	ведать,ведать
11617	37681	1	совсем	ADV	степень	Circum	ведать,ведать
11617	37709	1	не	PART	отрицание	Modal	ведать,ведать
11617	37710	1	видимо	PARENTH	точность	Modal	ведать,ведать
11617	37723	1	б	PART	сослаг.	Gram	ведать,ведать
11617	40893	1	не	PART	отрицание	Modal	ведать,ведать
11617	40899	1	не	PART	отрицание	Modal	ведать,ведать
11617	40925	1	не	PART	отрицание	Modal	ведать,ведать
11618	37676	1	не	PART	отрицание	Modal	ведать,ведать
11618	40935	1	не	PART	отрицание	Modal	ведать,ведать
11616	40913	1	не	PART	отрицание	Modal	ведать,ведать,ведать
11618	37708	1	не	PART	отрицание	Modal	ведать,ведать,ведать
11618	40891	1	не	PART	отрицание	Modal	ведать,ведать,ведать
11619	37722	1	никогда	ADV	узуальность	Circum	ведать,ведать,ведать
11629	37664	1	теперь	ADVPRO	время	Circum	ведать,что
1497	30977	1	сидя на скамеечке	Vger	положение тела	Circum	велеть
1497	30983	1	как полагается	CL	основание	Circum	велеть
1497	30991	1	на травяном бережку	на + Sloc 	место	Circum	велеть
1497	30996	1	Как говорится	PARENTH	дискурс	Modal	велеть
1497	31032	1	вот	PART	дискурс	Modal	велеть
1497	31034	1	за ним	за + Sins	преследуемое	Circum	велеть
1497	31036	1	сами	APRO	самостоятельность	Circum	велеть
1497	31041	1	ну	INTJ		Modal	велеть
1497	31043	1	Что	PART	NULL	Modal	велеть
1499	31049	3	если они сами решиться не могут	если + CL	условие	Circum	велеть
1497	30963	1	В пустой душной комнате	в + Sloc	место	Circum	велеть,велеть
1497	30993	1	Но при всем том	при + Sloc	противопоставление	Circum	велеть,велеть
1497	31020	1	было	V	прош.	Gram	велеть,велеть
1495	31028	1	в прежнее время	в + Sacc	время	Circum	велеть,велеть,велеть,повелеть,повелеть,повелеть
1495	30961	1	не	PART	отрицание	Modal	велеть,велеть,повелеть,повелеть
1495	31000	1	В то же самое время	в + Sacc	одновременность	Circum	велеть,велеть,повелеть,повелеть
1495	31003	1	не	PART	отрицание	Modal	велеть,велеть,повелеть,повелеть
1495	31018	1	перед отъездом	перед + Sins	время	Circum	велеть,велеть,повелеть,повелеть
1495	31045	1	потом	ADV	время	Circum	велеть,велеть,повелеть,повелеть
1495	31048	2	когда-то	ADV	время	Circum	велеть,велеть,повелеть,повелеть
1493	30953	1	мол	PART	цитация	Modal	велеть,повелеть
1493	31001	1	Всё	PART	длительность	Circum	велеть,повелеть
1493	31005	1	было	V	прош.	Gram	велеть,повелеть
1494	30968	1	Тут уж	ADVPRO	дискурс	Circum	велеть,повелеть
1495	30952	1	Потом	ADV	последовательность	Circum	велеть,повелеть
1495	30954	2	не	PART	отрицание	Modal	велеть,повелеть
1495	30955	1	бы	PART	сослаг.	Gram	велеть,повелеть
1495	30962	1	Когда началось трясение государства	когда + CL	время	Circum	велеть,повелеть
1495	30964	3	Кажется	PARENTH	эвиденциальность	Modal	велеть,повелеть
1495	30974	1	иной раз	Sacc	узуальность	Circum	велеть,повелеть
1495	30987	1	не	PART	отрицание	Modal	велеть,повелеть
1495	30998	1	Крёстный	Snom	обращение	Circum	велеть,повелеть
1495	31006	1	Там	ADV	место	Circum	велеть,повелеть
1495	31009	1	так	ADV	способ	Circum	велеть,повелеть
1495	31015	2	Друг мой	Snom	обращение	Circum	велеть,повелеть
1495	31025	1	не	PART	отрицание	Modal	велеть,повелеть
1495	31027	1	забытии	S	NULL	Control	велеть,повелеть
1495	31037	3	сейчас же	ADV	одновременность	Circum	велеть,повелеть
1495	31042	2	При сих словах	при + Sloc	мотивировка	Circum	велеть,повелеть
1495	31050	1	не	PART	отрицание	Modal	велеть,повелеть
11940	53610	1	не	PART	отрицание	Modal	верить
11979	53612	1	не	PART	отрицание	Modal	верить
1500	66315	1	конечно	PARENTH	дискурс	Modal	верить,верить,поверить,поверить
1504	66306	1	тогда	ADV	время	Circum	верить,верить,поверить,поверить
1505	53604	1	просто	PART		Modal	верить,верить,поверить,поверить
1505	53606	1	только	PART	ограничит.	Modal	верить,верить,поверить,поверить
1505	66304	1	не	PART	отрицание	Modal	верить,верить,поверить,поверить
1500	53674	1	не	PART	отрицание	Modal	верить,поверить
1501	53614	1	не	PART	отрицание	Modal	верить,поверить
1501	53620	1	не	PART	отрицание	Modal	верить,поверить
1503	66312	1	раз и навсегда	Sacc	узуальность	Circum	верить,поверить
1504	66301	1	трудно	PRAEDIC	трудность	Control	верить,поверить
1505	53613	1	ещё более восторженно	ADV	эмоция	Circum	верить,поверить
1505	53615	1	не	PART	отрицание	Modal	верить,поверить
1505	53616	1	не	PART	отрицание	Modal	верить,поверить
1505	53617	1	не	PART	отрицание	Modal	верить,поверить
1505	66317	1	мог	V	возможность	Control	верить,поверить
1505	66320	1	Трудно	PRAEDIC	трудность	Control	верить,поверить
1507	66308	1	не	PART	отрицание	Modal	верить,поверить
1507	66309	1	Разве	PART	вопросит.	Modal	верить,поверить
1507	66313	1	бы	PART	сослаг.	Gram	верить,поверить
1507	66314	1	Трудно	PRAEDIC	трудность	Control	верить,поверить
1507	66316	1	мог	V	возможность	Control	верить,поверить
1509	53615	1	не	PART	отрицание	Modal	верить,поверить
11468	31863	1	самым	APRO	степень	Circum	верный
11468	31890	1	в борьбе за урожай	в + Sloc	сфера	Circum	верный
11468	31895	1	более	ADV	степень	Circum	верный
11468	31941	1	самых	A	степень	Circum	верный
11469	31853	1	до сих пор	до + Sgen	длительность - предел	Circum	верный
11469	31862	1	должен быть	Abrev	необходимость	Control	верный
11469	31899	1	по-прежнему	ADV	узуальность	Circum	верный
11469	31920	1	до смерти	до + Sgen	длительность - предел	Circum	верный
11473	31857	1	на всём этом интервале	на + Sloc 	место	Circum	верный
11473	31858	1	вообще	ADV	степень	Modal	верный
11473	31880	1	не	PART	отрицание	Modal	верный
11473	31888	1	и	PART	усиление	Modal	верный
11473	31894	1	единственно	ADV	степень	Circum	верный
11473	31912	1	отчасти	ADV	степень	Circum	верный
11473	31918	1	единственные	A	степень	Circum	верный
11473	31940	1	достаточно	ADV	степень	Circum	верный
11473	31945	1	абсолютно	ADV	степень	Circum	верный
11473	31947	1	оказался	V	support	Control	верный
11474	31852	1	был	V	прош.	Gram	верный
11475	31896	1	тоже	PART	тождество	Modal	верный
11477	31889	1	единственно	ADV	степень	Circum	верный
11469	31922	1	был	V	прош.	Gram	верный,верный
11473	31854	1	совершенно	ADV	степень	Circum	верный,верный
11482	31905	1	более	ADV	степень	Circum	верный,дело
5519	143530	1	так часто	ADV	узуальность	Circum	верх,верх,одержать,одержать,одерживать,одерживать,победа,победа
5519	143650	1	в 38 поединках	в + Sloc	место — период времени	Circum	верх,верх,одержать,одержать,одерживать,одерживать,победа,победа
5520	143649	1	Тогда	ADV	момент времени	Circum	верх,верх,одержать,одержать,одерживать,одерживать,победа,победа
5519	143568	1	У Балабанова	у + Sgen	сфера — посессор	Circum	верх,одержать,одерживать,победа
5519	143593	1	не могло	V	возможность	Modal	верх,одержать,одерживать,победа
5519	143681	1	все-таки	PART	уступка	Modal	верх,одержать,одерживать,победа
5521	143625	1	85,44 м	NUM	значение параметра	Circum	верх,одержать,одерживать,победа
5521	143694	1	набравший 73% голосов	A	сопутствующая ситуация	Circum	верх,одержать,одерживать,победа
1532	135610	1	Рука об руку	об + Sacc	образ действия	Circum	вести
1540	135574	1	у них	у + Sgen	место	Circum	вести
1548	135560	1	с запада	с + Sgen	начальная точка	Circum	вести
1549	135634	1	не	PART	отрицание	Modal	вести
1551	135550	1	уже много лет	Sacc	длительность	Circum	вести
1551	135555	1	На протяжении 20 лет	на + протяжении + Sgen	длительность	Circum	вести
1551	135557	1	не	PART	отрицание	Modal	вести
1551	135562	1	вовсю	ADV	степень	Circum	вести
1551	135572	1	преимущественно	ADV	точность	Circum	вести
1551	135582	1	уже	ADV	NULL	Modal	вести
1551	135589	1	Уже сейчас	ADV	время	Circum	вести
1551	135592	1	также	ADV	тождество	Circum	вести
1551	135607	1	приходится	Vimpers	необходимость	Control	вести
1551	135611	1	в 1714--1715 гг	в + Sloc	время	Circum	вести
1551	135614	1	Если	CONJ	условие	Modal	вести
1551	135615	1	с ними	с + Sins	адресат	Circum	вести
1551	135616	1	с 1995 года	с + Sgen	время — начальная точка	Circum	вести
1551	135617	1	где	ADV	место	Circum	вести
1551	135618	1	Совместно с предприятиями отрасли	с + Sins	комитатив	Circum	вести
1551	135624	1	Среди местных рабочих	среди + Sgen	аудитория	Circum	вести
1551	135627	1	от «Красной молодежи»	от + Sgen	контрагент	Circum	вести
1551	135629	1	не	PART	отрицание	Modal	вести
1551	135631	1	Между философами и психологами	между + Sins	контрагент	Circum	вести
1551	135633	1	Параллельно	ADV	образ действия	Circum	вести
1551	135638	1	сегодня	ADV	время	Circum	вести
1551	135646	1	уверенно	ADV	образ действия	Circum	вести
1551	135647	1	в основном	в + Sloc	точность	Circum	вести
12127	135563	1	В каком возрасте	в + Sloc	возраст	Circum	вести
12127	135573	1	Весь этот год	Sacc	длительность	Circum	вести
12127	135630	1	Всю жизнь	Sacc	узуальность	Circum	вести
12144	135577	1	из домов	из + Sgen	начальная точка	Circum	вести
12144	135608	1	при этом	при + Sloc	сопутствующая ситуация	Circum	вести
18473	135609	1	кратчайшим путем с западной стороны села Коломенского	Sins	способ	Circum	вести
1548	135556	1	вопреки моим ожиданиям	вопреки + Sdat	неожиданность	Circum	вести,вести
1551	135605	1	старался	V	попытка	Control	вести,вести
1551	135635	1	вообще в одиночку	в + Sacc	самостоятельность	Circum	вести,вести
12126	135559	1	сегодня	ADV	время	Circum	вести,себя
12126	135570	1	внутри этого условного сюжета	внутри + Sgen	место	Circum	вести,себя
12126	135597	1	в «Собачьем сердце» Булгакова	в + Sloc	место	Circum	вести,себя
12126	135599	1	А вот	PART	дискурс	Modal	вести,себя
12126	135601	1	старается	Vpraes	попытка	Control	вести,себя
12126	135626	1	могли бы	V	возможность	Control	вести,себя
12126	135640	1	в мире людей	в + Sloc	место	Circum	вести,себя
16329	92628	1	по узкой, опасной дороге	по + Sdat	траектория	Circum	весь,дух,пуститься
16329	92633	1	по дороге в Пятигорск	по + Sdat	место	Circum	весь,дух,пуститься
14253	29828	1	со страшной силой	с + Sins	степень	Circum	ветер,лететь
11856	37736	1	подчас	ADV	узуальность	Circum	вешать,вешать
11856	37739	1	надо	PRAEDIC	необходимость	Control	вешать,вешать
18615	37765	1	в аптеке	в + Sloc	место	Circum	вешать,вешать
1553	43709	1	не	PART	отрицание	Modal	вешать,вешать,вешать,вешать,повесить,повесить,повесить,повесить
18611	43700	1	куртуазно	ADV	образ действия	Circum	вешать,вешать,вешать,лапша,лапша,лапша,ухо,ухо,ухо
14525	37763	1	не	PART	отрицание	Modal	вешать,вешать,нос,нос,повесить,повесить
14525	43675	1	не	PART	отрицание	Modal	вешать,вешать,нос,нос,повесить,повесить
14525	43685	1	не	PART	отрицание	Modal	вешать,вешать,нос,нос,повесить,повесить
14525	43692	1	не	PART	отрицание	Modal	вешать,вешать,нос,нос,повесить,повесить
14525	43707	1	не	PART	отрицание	Modal	вешать,вешать,нос,нос,повесить,повесить
14525	43708	1	не	PART	отрицание	Modal	вешать,вешать,нос,нос,повесить,повесить
1552	37752	1	на солнечном каменистом дворе	на + Sloc	место	Circum	вешать,вешать,повесить,повесить
1552	37758	1	будто	PART	снятая утвердительность	Modal	вешать,вешать,повесить,повесить
1552	37767	1	как раз	как + Sx	одновременность	Circum	вешать,вешать,повесить,повесить
1552	43653	1	также	PART		Modal	вешать,вешать,повесить,повесить
1552	43693	1	вломились	V	движение	Control	вешать,вешать,повесить,повесить
1553	37730	1	не	PART	отрицание	Modal	вешать,вешать,повесить,повесить
1553	37750	1	сушить	V		Circum	вешать,вешать,повесить,повесить
1553	43677	1	В общем	в + Sloc	дискурс	Modal	вешать,вешать,повесить,повесить
1553	43696	1	бережно	ADV	образ действия	Circum	вешать,вешать,повесить,повесить
1553	43699	1	надо	PRAEDIC	внешняя необходимость	Control	вешать,вешать,повесить,повесить
1555	37754	1	бы	PART	сослаг.	Gram	вешать,вешать,повесить,повесить
1555	43688	1	надо	PRAEDIC	необходимость	Control	вешать,вешать,повесить,повесить
14524	37733	1	не	PART	отрицание	Modal	вешать,вешать,повесить,повесить
14524	43681	1	не	PART	отрицание	Modal	вешать,вешать,повесить,повесить
18617	43663	1	не надо	PRAEDIC	запрет	Control	вешать,вешать,ярлык,ярлык
18616	43706	1	пусть	PART	пермиссив	Modal	вешать,лапша,повесить,ухо
18611	43655	1	цена	S	цена	Control	вешать,лапша,ухо
18611	43665	1	убежденный в том, что парень всему верит	A	причина	Circum	вешать,лапша,ухо
18611	43668	1	Из года в год	из + Sgen | в + Sacc	узуальность	Circum	вешать,лапша,ухо
18611	43687	1	Чего	ADVPRO	мотивировка	Circum	вешать,лапша,ухо
14525	37759	1	Не	PART	отрицание	Modal	вешать,нос,повесить
14525	43682	1	не	PART	отрицание	Modal	вешать,нос,повесить
14525	43704	1	не	PART	отрицание	Modal	вешать,нос,повесить
1552	37735	1	люблю	V		Control	вешать,повесить
